provider,card_number,is_stolen
visa16,4221757638630897,0
mastercard,5131226194373413,0
visa16,4132716953301193,1
mastercard,5396670505411968,0
visa16,4377166021931734,0
mastercard,5147208345414116,0
visa16,4062275941709870,0
visa13,4190730349839,0
amex,373115196722990,0
visa13,4786972734727,0
mastercard,5156364848550720,0
mastercard,5336256601536438,1
visa16,4826272433614012,0
visa16,4348785398655505,0
mastercard,5314160813543982,0
visa13,4476978270831,1
visa13,4428964714397,0
mastercard,5208521022226108,0
mastercard,5113352815848856,1
mastercard,5261417145828207,0
visa13,4106452800841,0
mastercard,5398789220501826,0
visa16,4652168553693258,0
visa16,4878929041556136,1
visa16,4030228221304887,0
mastercard,5183860524710915,0
visa16,4435435316333652,0
amex,378497104018967,1
mastercard,5187819527947011,0
amex,375065662771997,0
visa13,4337711338568,0
amex,370552650438320,0
amex,377746115228804,0
mastercard,5269957682705914,0
mastercard,5165626902759812,0
visa13,4011069160292,1
mastercard,5360024669998042,0
mastercard,5331388499015426,1
amex,379477760995731,0
visa16,4492137855327489,0
mastercard,5255596092413176,0
visa16,4602520103177193,0
amex,372281695450250,1
visa16,4239645071057530,0
visa16,4844635340523039,0
visa13,4899137380748,0
mastercard,5125075712617514,0
mastercard,5301445000598245,0
mastercard,5387186526104897,0
visa13,4190352775154,1
amex,373499031949244,0
visa16,4352481309099800,0
mastercard,5195366693919408,0
visa16,4956046565605796,0
mastercard,5304430951672253,1
mastercard,5257232654808995,0
visa16,4416706106751847,0
mastercard,5159392569953796,0
visa13,4057156686640,0
visa13,4547273532677,1
visa16,4858911274378929,0
visa16,4184644424365364,0
mastercard,5337709580368677,0
visa13,4670661362513,0
mastercard,5105564669379560,0
visa16,4212260006466292,0
mastercard,5304261836401406,1
visa16,4764143787924659,0
visa16,4486673896779203,0
visa16,4803006846451316,0
visa16,4747581509666052,0
mastercard,5173689080241920,1
visa13,4186560719513,1
mastercard,5388235934106272,0
mastercard,5221085200520321,0
mastercard,5203569403319575,0
mastercard,5187143305593396,0
visa16,4707464267801930,0
visa16,4281507087227068,0
visa16,4953351439167368,0
visa16,4824442155461171,0
mastercard,5204781223608215,1
visa16,4438733663298339,0
amex,342720287233209,0
visa16,4313942107949478,0
visa13,4557595921417,1
amex,373652725492216,0
amex,342012857590451,0
amex,343785335803948,1
mastercard,5287397382594052,0
visa13,4029642444470,0
visa16,4674193833092141,0
mastercard,5138720835464808,1
mastercard,5159463544426842,0
visa16,4353233930081106,0
visa16,4688282769147757,0
amex,340050006886596,0
visa16,4289921921399086,0
mastercard,5284124983522313,0
amex,373973321758663,0
visa13,4131966259987,1
mastercard,5386192968447621,0
visa16,4336157684707982,0
visa13,4855169983585,0
visa13,4548142236904,1
mastercard,5327580230500486,0
amex,373797807882410,0
visa16,4542051233786045,1
mastercard,5265281065784147,0
amex,370404197592344,0
amex,371176390053428,0
mastercard,5340442424329540,0
visa16,4557710322627665,1
visa16,4820549156775567,0
visa16,4310419035018745,0
visa16,4782778211903569,0
mastercard,5139610662884294,0
visa16,4053703782312133,0
visa16,4262613717909373,0
visa13,4653324302217,0
visa16,4888843343819274,0
visa16,4488911767028369,1
visa16,4862447380172512,0
mastercard,5349613118693299,0
mastercard,5276264375664271,0
visa16,4491538460746008,1
visa16,4285409388698384,0
visa13,4001271969762,0
mastercard,5123274405678964,0
amex,341805278374962,1
mastercard,5193937894646180,0
mastercard,5160582624211514,0
visa16,4999763898698483,1
visa16,4494543582976704,0
mastercard,5220677159829587,0
visa16,4131968051734897,0
visa16,4500784470282902,0
mastercard,5331719758460244,0
visa16,4850726364726672,0
amex,340182059094438,0
visa13,4228039452035,1
visa16,4031687288079394,0
mastercard,5241099551444649,0
visa16,4100526835192845,0
amex,340656121642308,1
visa16,4933737897933017,0
mastercard,5246534497153834,0
mastercard,5291188375425220,0
visa16,4598573387842939,0
mastercard,5364583420188447,0
visa16,4920735162883904,1
mastercard,5376179917706662,0
visa16,4539290663161981,0
visa13,4314239796767,0
visa16,4837634399443107,1
visa16,4126823764002826,0
mastercard,5152279161566679,0
mastercard,5251126514717535,0
visa13,4230862362026,1
visa16,4974964711511932,0
visa16,4484855656729708,0
mastercard,5111706628721554,0
visa16,4615625258627218,0
mastercard,5399173961688515,1
visa13,4273801803403,0
amex,343890355311275,0
mastercard,5246623937903450,0
mastercard,5253745044687443,0
amex,379181798209046,1
mastercard,5102175225795778,0
visa16,4492312895433346,0
visa16,4558019857211534,0
amex,371430384619797,1
visa16,4475397811028271,0
mastercard,5207704970946841,0
visa13,4362177497864,0
visa16,4920510143762273,0
visa16,4731353899392675,0
mastercard,5388630337590371,0
visa16,4477403528631692,0
mastercard,5262746347943227,0
visa16,4558674510144975,1
visa13,4830285257925,0
visa16,4266520245021694,1
amex,340560916894530,0
mastercard,5193670861130090,0
visa16,4877089606250863,0
visa13,4106183932715,0
visa13,4765072629995,0
visa16,4769441960109048,0
amex,346483190965260,1
mastercard,5244186773929817,0
visa16,4498681891133397,0
amex,377902617601218,0
visa13,4103662445574,1
amex,379115990061748,0
mastercard,5166934774017692,0
visa16,4911166174358746,0
visa16,4750357544696592,0
mastercard,5169148709703873,0
mastercard,5122887196574752,1
mastercard,5351397179405380,0
visa16,4756411916419473,0
mastercard,5150415898116956,0
visa16,4315113062516490,0
amex,340333625697549,0
visa16,4944277025127742,1
mastercard,5214869594873605,0
visa16,4809058420229547,0
mastercard,5387402335895546,0
visa16,4293531665844314,1
mastercard,5136484822438281,0
visa16,4240635693178159,0
mastercard,5137425881337673,0
visa16,4796356321041960,1
amex,373307773355118,0
mastercard,5252358627134261,0
mastercard,5316179733472591,0
mastercard,5289032608144139,1
mastercard,5125659224506859,0
visa13,4485641938120,0
visa16,4742125759687130,0
amex,344607452010439,0
mastercard,5272596315040250,1
visa16,4411327113467957,0
amex,348466827495403,0
amex,346846979694089,0
visa16,4944571545090525,0
visa16,4007305494457490,0
amex,349390906232934,1
amex,342377177525093,0
visa16,4798486206143140,0
visa16,4577288846712871,0
visa16,4023821453906574,0
mastercard,5369344035923131,0
visa16,4396359132751243,1
mastercard,5383701776626797,0
mastercard,5199995015101653,0
visa16,4524243861950231,1
visa13,4757586305964,0
mastercard,5172778231447600,0
visa16,4176663417107104,0
visa16,4521901455628801,0
amex,374332502856326,1
amex,344120166755828,0
visa16,4526752443647956,0
visa16,4816919361470609,0
amex,341997912135535,0
mastercard,5293402453984505,0
visa16,4846936190584388,0
mastercard,5367678770924925,1
visa16,4962809440708313,0
visa13,4543595385449,1
amex,342149807016128,0
mastercard,5242959267673477,0
mastercard,5354660964241055,0
visa16,4956631396993584,0
visa16,4929667829709910,0
visa16,4857485208926005,1
visa16,4539345022960687,0
mastercard,5266403977017296,0
visa13,4108893494796,0
visa16,4548184115838511,0
mastercard,5346122570799878,0
mastercard,5142508044766970,0
visa16,4274084245292557,0
amex,375569900962912,1
amex,372325682331237,0
mastercard,5141375791792661,0
mastercard,5289182218144241,0
mastercard,5261543832472395,0
mastercard,5362245478454376,1
visa13,4315449082682,0
visa16,4944464084698488,0
mastercard,5386631381670996,0
amex,340449668719345,1
visa13,4597267376656,0
mastercard,5300739905045216,0
amex,341282078130129,0
mastercard,5371337761641790,0
mastercard,5316546674329289,0
visa16,4176293879465186,1
amex,346380345377955,0
mastercard,5275582996538512,0
mastercard,5126410893124270,0
amex,344669487025105,0
visa16,4212081287095257,1
visa16,4825284468343384,0
visa16,4549290045306302,0
visa16,4083877447198030,0
visa16,4993153184245825,1
mastercard,5318219604896714,0
amex,370404972574061,0
amex,346429613472475,1
visa16,4071501796544362,0
amex,343501879280074,0
visa16,4751983347949596,0
mastercard,5395182796265807,0
visa16,4517653139231959,0
amex,348009483907970,0
visa16,4578570878644505,1
mastercard,5293114757890185,0
visa16,4745557508570562,0
visa16,4607261181041507,0
amex,374740220358633,0
visa16,4098081107487758,0
mastercard,5195743216545888,1
visa16,4099398594471049,0
mastercard,5322283588668949,0
mastercard,5257310703294217,0
mastercard,5278107940569178,1
visa16,4852333473939490,0
visa16,4237740270144189,0
mastercard,5273961468144045,1
mastercard,5317491391978242,0
visa13,4838774561368,0
visa16,4458659960946897,0
mastercard,5279402578145717,1
mastercard,5125389845691209,0
visa16,4544754476124893,0
amex,344532707288392,0
visa13,4854785043742,0
visa16,4184039502399874,0
visa16,4221084205050544,0
amex,346154550453987,1
amex,342159537372683,0
mastercard,5207373448691601,0
mastercard,5390726107652742,0
mastercard,5319692733204282,0
visa16,4727063170120465,0
mastercard,5108705017941505,1
amex,349060956345452,0
amex,344048179840636,0
mastercard,5241702529410341,1
amex,376499881442206,0
mastercard,5230002126577409,0
mastercard,5125032210014736,0
visa16,4460446455412700,0
visa16,4283124067678233,0
visa16,4532100478162974,1
mastercard,5175835176916382,0
mastercard,5346704363896704,0
amex,345174509712243,0
amex,374721487348954,0
visa16,4907421042337059,0
visa13,4294627174951,1
mastercard,5103452056224890,0
visa13,4480339368938,0
visa13,4222908201466,0
visa16,4548486007490669,0
mastercard,5266644194459890,0
visa16,4789319778779770,1
visa16,4946453447139288,0
visa16,4254712263941986,1
mastercard,5182188929211300,0
visa16,4558193653062332,0
visa16,4477523197590372,0
amex,348864489586669,0
visa13,4473536580546,1
visa16,4768702646709282,0
visa16,4221672738105643,0
visa16,4687521542800344,0
visa16,4394245636169481,0
amex,348884549432910,0
mastercard,5363074243688749,1
mastercard,5380164322821029,0
amex,371520763033436,0
mastercard,5332552059763829,0
mastercard,5306108690088092,0
mastercard,5192909310691968,0
amex,343864649574220,0
visa16,4796721545525132,1
amex,347940217970390,0
amex,377931894961201,0
mastercard,5219561189029223,0
visa16,4120968129540022,1
amex,340617583894092,0
visa13,4810879822359,0
mastercard,5137393365158256,0
visa16,4865307045848624,0
visa16,4289610519276430,0
amex,378998531334653,1
visa16,4398228558248893,0
mastercard,5373079350339851,0
visa16,4858309726793292,0
mastercard,5330144879460703,1
visa13,4255370547818,0
visa16,4799559148503065,0
mastercard,5203666138636644,0
visa13,4377007813494,0
mastercard,5109494984632723,1
visa13,4973495452280,0
visa16,4155039154538394,0
mastercard,5254211999713204,1
visa13,4294272967055,0
visa16,4572650673173391,0
amex,371075882006169,0
visa16,4889641325369832,0
visa16,4569221613226577,0
amex,346506121777824,1
visa13,4313865192028,0
visa13,4728163744321,0
visa16,4705141956263166,0
amex,348491623345628,1
visa13,4109190635909,0
visa16,4047306091138014,0
visa16,4153078475922426,0
visa16,4698892153817738,0
mastercard,5187134311411053,0
mastercard,5330580978353853,0
visa13,4327736468318,0
amex,379250046273714,1
visa16,4005095844260213,0
visa16,4033677814971766,0
mastercard,5325388581633134,0
visa16,4509264702424524,0
visa16,4362306657883687,1
mastercard,5230207193399583,0
mastercard,5386474879985919,0
mastercard,5304828710745585,1
mastercard,5387487295016373,0
visa16,4714168091139885,0
visa16,4300519184866042,0
mastercard,5136859640860735,0
visa16,4268414721293696,0
visa16,4697524349439546,0
visa16,4063661163262871,1
visa16,4645381431208658,0
visa16,4165045997094055,0
visa16,4552029012714807,1
amex,347990048030021,0
visa16,4150714223531894,0
visa16,4589252483346092,0
visa16,4087987888495583,0
mastercard,5330196996662025,0
mastercard,5147701811641501,1
visa16,4582791449629098,0
amex,349469602031681,0
amex,348906472970234,1
amex,373267608546234,0
mastercard,5208042538525818,0
mastercard,5386341237919221,0
mastercard,5214309100162193,1
mastercard,5168189355092717,0
amex,371298649866564,0
visa16,4105983117387277,0
amex,347278648757452,0
visa16,4981540507038032,1
amex,373301320998074,0
visa16,4086460072074813,0
mastercard,5169771357497785,0
mastercard,5220929365009268,0
amex,376226752871753,0
mastercard,5223919809414239,0
visa16,4938059492162461,0
visa16,4050296053661133,0
visa16,4058024561184790,1
visa16,4545078529070401,0
visa16,4686676740874771,0
mastercard,5139583499587879,1
visa16,4190493573172672,0
amex,374926831144831,0
visa16,4291560313391610,0
mastercard,5387135551987593,1
amex,342908732554150,0
visa16,4335001057693059,0
mastercard,5196947159672216,0
amex,372676596896354,0
visa13,4365299295397,0
mastercard,5371302758917967,1
mastercard,5259884108682398,0
visa13,4820936005971,0
visa16,4116208912816172,0
visa16,4802415533295756,0
visa16,4370981560495553,0
visa16,4067684488649909,0
amex,373553139426743,1
visa13,4695808907920,0
amex,379907093044955,0
mastercard,5340811155739970,0
visa16,4831606729617218,1
mastercard,5352641805788381,0
visa16,4246464534982339,0
mastercard,5346859147838545,0
amex,373279929636271,0
visa16,4275904808735461,1
visa13,4484252276599,0
visa16,4712739687233779,0
amex,346928118939698,0
visa13,4936124044265,0
visa16,4069183364510192,0
amex,348624853771101,1
visa16,4267406732875942,1
visa16,4672714525665266,0
visa16,4997644514735788,0
mastercard,5133639982112934,0
visa16,4013083877474406,0
amex,348649987065559,1
visa16,4807438224952530,0
visa16,4585393322288048,0
mastercard,5240783052717493,0
visa16,4155025304746383,0
visa16,4998290125988140,0
visa16,4552927118922390,1
amex,348395061931072,0
amex,372037354696587,0
visa16,4125661556079649,0
amex,375337781735769,0
visa16,4934167376088308,0
amex,345248578618539,0
amex,344928029634596,0
amex,377746176536681,1
mastercard,5148455923557241,0
visa16,4265434750993936,0
mastercard,5106886879987521,1
visa16,4145299028075907,0
visa16,4484974466781245,0
visa16,4889278945970333,0
mastercard,5148344874054681,0
mastercard,5172638539006807,0
mastercard,5397395627073210,0
amex,372868260399456,1
mastercard,5158677800562807,1
visa16,4535178757875224,0
mastercard,5263610200848023,0
visa16,4614620125188552,0
visa13,4926365231051,0
visa16,4059853735958955,0
visa16,4600227845323588,1
visa13,4096167733140,0
visa16,4945038823719216,0
mastercard,5210005209937741,0
amex,349095490919602,0
visa16,4904944945150298,0
visa16,4269093208426174,1
amex,342051564843928,0
visa16,4935646353926316,0
mastercard,5223325791076038,1
visa13,4486947572241,0
visa16,4569469552758817,0
visa16,4549015047299506,0
visa16,4286928768012204,0
visa16,4170235568413874,0
amex,345212432352255,0
mastercard,5292611983811613,1
mastercard,5321032572399388,0
visa16,4897571793958743,0
amex,347728678621697,0
visa13,4654553531526,1
visa13,4069562620238,0
visa16,4866606526430433,0
visa13,4338403437825,0
visa13,4443198226787,0
amex,373161989461057,0
mastercard,5333825334090500,0
visa16,4172431368414125,1
visa16,4778603988380153,0
mastercard,5137179808109794,0
visa16,4789755007032764,0
visa13,4278075806370,0
mastercard,5301659625152010,0
mastercard,5168022979154284,1
visa16,4029555805198795,1
mastercard,5247180163918032,0
visa16,4994220699458125,0
visa16,4507678640969526,0
visa16,4005402662243281,0
mastercard,5229867221929991,0
visa16,4604020523603884,0
mastercard,5131478009185611,0
visa16,4154844092044095,0
visa13,4494382431568,1
visa16,4187242417858128,0
mastercard,5352258855287386,1
mastercard,5145730567544355,0
visa13,4448926191880,0
visa16,4882230273851343,0
mastercard,5135586830471277,0
visa16,4752174293317520,0
mastercard,5278321003525783,0
visa16,4850086309032359,1
visa13,4913596742445,0
visa16,4397520031708118,0
visa16,4414339610058459,0
visa16,4375237511789163,0
amex,340272932512647,1
mastercard,5311989101789094,0
amex,372040943071577,0
mastercard,5144822318196485,0
visa16,4127791981185519,0
visa16,4495932819363209,1
mastercard,5239643324721561,0
mastercard,5235681771562066,0
amex,342642661689089,0
mastercard,5154113441926197,1
visa13,4063689331134,0
visa16,4580480510579315,0
amex,377502809373699,1
visa16,4219961194350239,0
visa16,4644338196046468,0
visa16,4298865393633556,0
amex,345141211046467,0
visa16,4401483422901038,1
visa16,4883606062631609,0
visa16,4508295865996156,0
mastercard,5352311172710646,0
mastercard,5253351367683257,0
amex,346337075903756,0
amex,342978154513596,0
visa16,4705958122719411,0
visa16,4399216078047829,0
visa16,4448639880931685,1
visa16,4981964956525879,0
visa13,4293172404813,1
visa16,4359046234653840,0
visa13,4475092354687,0
visa16,4939100892082138,0
visa16,4950028095205764,0
visa16,4094504092674266,0
mastercard,5126641031289548,0
mastercard,5245630605352994,0
visa13,4911364542468,1
visa16,4986107952090341,0
visa16,4344290420398848,0
mastercard,5125479352720952,0
visa13,4044992025415,1
visa13,4862630982832,0
amex,373068301942013,1
mastercard,5355346244613946,0
visa13,4924197103192,0
visa16,4204082670244957,0
visa13,4863860852463,0
visa16,4392863671651775,0
visa16,4453941071157811,0
visa16,4450654211098562,0
amex,371000600345236,0
mastercard,5268169556621273,1
visa13,4958839746117,0
mastercard,5293086987831017,0
mastercard,5393791498607397,0
mastercard,5340766123810255,1
mastercard,5343832413805301,0
amex,347340461586770,1
visa13,4214161830412,0
visa16,4616995482445789,0
mastercard,5248709998917485,0
amex,348219807992588,0
visa16,4609532377115950,0
visa16,4590988585355278,0
mastercard,5130710458233422,1
visa16,4070029540045859,0
mastercard,5104825070386325,0
amex,372605710791472,1
visa16,4486843390497517,0
visa16,4940697100713799,0
amex,342159765564506,0
mastercard,5397826753892122,0
amex,375670317266242,0
amex,341270420957208,0
amex,347759039372068,0
visa16,4393323887675430,0
amex,348268666378371,1
visa16,4724017795425348,1
visa16,4440715775742789,0
amex,370520320863276,0
mastercard,5292387516906069,0
visa16,4589096394785074,0
amex,349483526341969,0
amex,348321185093433,0
visa13,4661612436464,0
visa16,4019377269308311,0
visa16,4908908572352770,1
mastercard,5207064907825331,0
mastercard,5179831096176229,1
visa16,4041786220836214,0
mastercard,5193673272695180,0
amex,345287489981107,0
mastercard,5125806292327011,0
visa16,4232436995015474,0
visa16,4387473258313349,1
mastercard,5375617593672170,0
mastercard,5330389489759008,0
mastercard,5182053295639841,0
amex,378488943835000,0
visa16,4287095359446156,0
visa13,4653065879159,0
mastercard,5395116147569715,1
amex,375124057590288,0
mastercard,5205773673700096,0
amex,373164109541212,1
mastercard,5249612547596827,0
amex,340079448229586,0
visa16,4679274480632838,1
visa16,4271698210827478,0
visa16,4344635039639216,0
visa16,4506919358883942,0
mastercard,5159755398158359,0
mastercard,5356375201418337,1
mastercard,5194298330686606,0
visa16,4323755173744823,0
amex,375323366429242,0
visa16,4312157407981516,0
visa16,4450548913679499,0
visa16,4475404708847316,1
mastercard,5296365660076497,0
amex,370982974230568,0
visa16,4010993391848427,0
mastercard,5291897520275252,0
mastercard,5367346896313163,0
amex,376555533581772,1
visa16,4359832526539569,0
visa16,4000871580370191,0
visa16,4712501986819330,0
visa16,4379704262784350,0
visa16,4463403468518632,1
mastercard,5352505795015958,0
mastercard,5226422459331867,0
visa16,4208666550118343,0
visa13,4177200498352,0
visa13,4174612904770,0
mastercard,5345835026329021,1
mastercard,5305924754494187,0
visa16,4136014907045744,1
visa16,4431275727572371,0
mastercard,5225893646781803,0
visa16,4912583096662592,0
visa16,4524407793809688,0
visa16,4836500701174733,0
visa16,4409599057444002,0
visa16,4985478530454460,0
visa13,4760130677359,0
visa16,4072075017184737,1
mastercard,5100975636736150,0
mastercard,5189637124950461,1
mastercard,5337476107698529,0
visa16,4978503555048191,0
amex,344140619112641,0
amex,373385174500151,0
mastercard,5366299014656180,0
visa16,4616741102431548,1
amex,379404141412434,0
mastercard,5193864481576747,0
visa16,4088810808368319,0
visa16,4545480518954308,0
visa16,4981500602655759,1
mastercard,5393967408767733,0
mastercard,5183541679594888,0
amex,345695974896129,0
visa16,4084200481654132,0
visa16,4958471370722735,1
mastercard,5219123206511582,0
amex,372021734026996,0
visa16,4254622488540622,0
visa13,4861147357421,1
visa16,4034116044606636,0
visa16,4941744398461837,0
visa16,4874441198893233,0
mastercard,5387361024091165,0
mastercard,5367296967327578,0
mastercard,5368523927309761,0
visa16,4449896310406717,0
visa16,4385761615185885,1
visa16,4549293091842469,0
mastercard,5340931779902539,0
visa13,4604946703175,0
visa16,4293404395881933,1
visa16,4330248398509438,0
visa13,4960205944730,0
amex,340981747487825,0
mastercard,5237458233989742,0
visa16,4859924124854501,1
amex,340313843835352,0
mastercard,5223187091204243,0
amex,376340811005731,1
amex,373220011878504,0
visa16,4175824084451073,0
visa13,4686677302616,0
visa13,4543428161496,1
amex,373508993985408,0
visa16,4451678668486466,0
mastercard,5249563004616840,0
visa16,4312110122601695,0
amex,371531498497812,0
mastercard,5395050598700281,0
mastercard,5336744141308954,0
visa16,4891040526676671,1
amex,372890502556610,0
mastercard,5368364822807173,0
amex,376507379650690,0
mastercard,5285142462686465,0
mastercard,5162965430606712,0
visa16,4737564401003477,1
visa16,4890141764740483,0
visa16,4962747016686143,1
amex,344400720896932,0
visa16,4867831611966880,0
visa13,4594688796166,0
mastercard,5380434883015109,0
mastercard,5138038545161477,0
amex,371364022271325,1
visa16,4172049457384874,0
amex,348885053018649,0
visa16,4793078085423498,0
visa16,4847810976537812,0
visa13,4571876935376,1
mastercard,5178813564619105,0
amex,370733565153390,0
amex,379450475537742,0
amex,378613686434501,0
mastercard,5182429514031038,0
amex,340787782650759,1
mastercard,5141641062007893,0
visa16,4245521348960206,0
mastercard,5382925127594294,0
mastercard,5163606188412130,0
mastercard,5123697960587974,0
visa13,4590011217912,1
visa13,4379664150814,0
mastercard,5113320251943606,0
visa16,4072494839748738,1
visa16,4134022561416392,0
mastercard,5244709167309427,0
mastercard,5281660874289952,0
visa13,4160618885980,0
visa16,4686622856241470,0
visa16,4342898589279138,0
visa16,4714171289488395,1
visa16,4362521101738523,0
amex,378983926402521,0
mastercard,5212485685853687,1
visa16,4639013373982671,0
visa16,4129571403357989,0
mastercard,5283784561441904,1
visa13,4832351249810,0
visa13,4218856630219,0
visa16,4480896223520547,0
visa16,4285375313222113,0
amex,372511985557780,0
visa16,4842664081714351,1
visa16,4970695759522068,0
amex,346629430046291,0
visa16,4618266743712708,0
amex,341747726334315,1
amex,348506490193320,0
mastercard,5132916995972087,0
mastercard,5387514593603865,0
amex,343202523531281,0
visa16,4980208983557450,0
amex,342073299323752,0
mastercard,5240063571716908,1
visa16,4118612241990046,0
mastercard,5124627102167970,0
mastercard,5338345785129009,1
amex,344371857173330,0
amex,374098028989111,0
mastercard,5184424900704742,0
mastercard,5134357091032856,0
mastercard,5143661159480439,0
amex,346022818057496,0
mastercard,5175356442758268,1
mastercard,5288467160446251,0
visa16,4280143959090441,0
visa16,4452909588405370,0
visa16,4552689878832900,0
visa16,4090948801106447,0
mastercard,5173639767527414,1
visa13,4447315811561,0
visa16,4723143056483908,0
amex,343278117043743,0
visa16,4334752767883916,0
visa16,4568098117911446,1
visa16,4658715331978270,0
visa16,4211889695256399,0
mastercard,5245663666660815,0
mastercard,5119310757299557,1
mastercard,5123593452694719,0
visa16,4193255805140752,0
mastercard,5314333948668988,0
mastercard,5194313858299839,0
amex,341544672221566,0
visa16,4262570169921092,0
visa16,4503614750755219,1
visa16,4240622173281661,0
amex,346446260825144,1
mastercard,5298082938293659,0
visa13,4359589876578,0
visa16,4565521112270198,0
amex,342303099207735,0
mastercard,5394726417043893,0
amex,378609659639589,1
visa16,4862776692301686,0
amex,346411487920532,0
visa16,4787574282014062,0
visa16,4631755457895694,0
visa16,4448081216293086,1
mastercard,5277112712649787,0
mastercard,5102888238491819,0
mastercard,5383799572361585,0
amex,374764499456878,0
amex,346268132749058,1
amex,347049590505524,0
mastercard,5253250741824837,0
visa13,4311054006280,0
visa16,4697122351469640,0
visa16,4721396552898472,1
visa13,4448496407187,0
mastercard,5332419626766794,0
mastercard,5244269645082310,0
visa16,4612260482423839,0
amex,379312935831273,1
mastercard,5326313814535905,0
amex,373524154479560,0
visa16,4230919289845344,1
visa16,4867412612226473,0
mastercard,5342175881381129,0
mastercard,5235277523693331,0
mastercard,5187396981697010,0
amex,375880357612748,1
visa16,4713166145071162,0
amex,376695906272375,0
visa16,4508354671709574,0
mastercard,5263451618430447,0
mastercard,5318993085180067,0
visa16,4584545806659942,0
visa16,4047017571430041,1
mastercard,5387858868466098,0
visa16,4364701593276574,0
mastercard,5356318300301012,0
amex,349656643522195,0
visa16,4883839874599264,0
mastercard,5295746605465229,1
amex,370453915855012,0
visa16,4400403937084584,1
mastercard,5202754164975739,0
mastercard,5119367293723870,0
mastercard,5385618384405331,0
visa16,4844521217194486,0
mastercard,5267832925562913,0
amex,347157419352109,0
mastercard,5337579114420413,0
amex,340046565424407,1
visa16,4320109987077827,0
visa16,4000388500545091,1
amex,372693630620963,0
visa13,4230575739130,0
visa13,4844009192367,0
amex,376029098520476,0
visa13,4997580424391,0
amex,348900024807630,0
mastercard,5153535292204426,1
mastercard,5387462490585811,0
amex,374161363864768,0
visa16,4458680410745937,1
amex,344951104621528,0
visa13,4134231576763,0
visa16,4232256371813122,0
amex,371199222860182,0
visa16,4235729213198826,0
amex,370444807679677,0
visa16,4023533537733938,1
visa13,4074341978592,0
amex,372870725667857,0
visa16,4128982592031213,1
visa16,4190549162319618,0
visa16,4165993058078014,0
mastercard,5237659247802686,0
visa16,4725553340862311,0
visa16,4689318260120791,0
visa16,4807488957716610,0
visa16,4856993799381127,1
mastercard,5101412314578224,0
mastercard,5136111653721317,0
visa16,4031775811258211,0
mastercard,5178293731665218,0
visa16,4683409279348642,0
mastercard,5357469612355870,0
visa16,4349354956139094,1
mastercard,5291805581199543,0
mastercard,5285989037620001,0
visa13,4033247899815,0
amex,374333419262962,1
mastercard,5157703345966500,0
mastercard,5314980408528795,0
visa16,4880852771826592,0
mastercard,5175934421397017,0
amex,340941147230076,0
visa16,4858978839353994,1
mastercard,5391209866898441,0
mastercard,5120721036584212,0
visa16,4522415923742028,0
mastercard,5114865703235760,1
visa16,4695448633608933,0
visa16,4905782201591345,0
amex,371757504964723,0
mastercard,5297747175439394,0
visa16,4719373774766351,0
visa16,4978877871682671,1
visa16,4596098175529656,0
mastercard,5341003611978694,0
visa16,4248229062470702,0
visa16,4821627772580329,1
visa16,4960194844289653,0
visa16,4100240020372069,0
mastercard,5122738346470831,0
amex,372696488901351,0
visa16,4892342274100964,0
visa13,4037190499762,1
visa16,4628476514648837,0
amex,342920174626669,0
amex,373017124302970,0
visa16,4336488154064004,1
amex,374272070041622,0
visa16,4424881089042009,0
mastercard,5134990846556702,1
mastercard,5347309364676482,0
mastercard,5348704027183182,0
amex,347865347968214,0
visa16,4740034146881657,0
visa16,4055423396834228,1
mastercard,5111546971988099,0
mastercard,5184896472970886,0
visa16,4785208278317203,0
mastercard,5109282459252352,0
visa16,4020224790545291,0
visa16,4232346535732340,1
amex,348211422434237,0
visa16,4895488101364799,0
mastercard,5396979696609524,0
mastercard,5280602479206677,0
visa13,4633802143556,0
visa16,4319074887429739,1
amex,377492115617585,0
mastercard,5396987720903474,0
visa16,4678459531625318,0
visa16,4267346502122341,0
visa16,4711034940033948,1
visa16,4744019821050187,0
mastercard,5261991093059494,0
mastercard,5380471900476484,0
mastercard,5135468347958312,0
visa13,4499547169565,1
visa16,4445495262756866,0
amex,343608699684789,0
visa16,4853503240618135,1
visa13,4056740298995,0
mastercard,5260490717818170,0
visa16,4573676911489074,0
mastercard,5383417771689173,0
mastercard,5234268676342843,1
visa16,4536599719715274,0
visa16,4825863839778210,0
mastercard,5361805276624081,0
mastercard,5301153079212983,0
amex,341569487547954,1
mastercard,5167795170919156,0
visa16,4513454750747132,0
amex,379828779855045,0
visa16,4518663689898437,1
mastercard,5172834430494115,0
amex,372187257024757,0
visa16,4209080117627441,0
amex,349395542308501,0
mastercard,5212496094606475,0
mastercard,5275423007106512,0
visa16,4784477443180421,0
visa16,4421371670308921,1
visa13,4980151570883,0
amex,348186635493297,0
visa16,4153732039185447,0
mastercard,5214988599128482,0
visa16,4029925501942442,1
visa16,4989942279013379,0
visa16,4241144257639267,0
visa13,4139575878634,0
visa16,4727286944541225,1
visa16,4429729684128530,0
visa16,4889558697418965,0
visa16,4809393369679315,0
amex,378797149615259,0
visa16,4704059922609091,0
visa16,4313654414282069,1
mastercard,5327825207843793,0
visa16,4220481181183615,0
mastercard,5313977177842093,1
mastercard,5390274463448447,0
visa16,4065486165579835,0
visa16,4646599022358777,0
mastercard,5396247246684441,0
